"상권별(1)","상권별(2)",상권별(3),항목,2024.3/4,2024.4/4,2025.1/4,2025.2/4,2025.3/4,2025.4/4,2026.1/4
"경기","용인수지",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","용인수지",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","용인수지",소계,운영경비 (%),52.4,13.5,14.3,14.8,73.9,14.8,14.8
"경기","용인수지",소계,순영업소득 (%),47.6,86.5,85.7,85.2,26.1,85.2,85.2
"경기","용인수지",소계,순영업소득 (천원/㎡),32.1,58.9,56.1,57.9,17.2,58.0,58.1
"경기","의정부역",소계,임대수입 (%),99.2,99.1,99.1,99.1,99.1,99.1,99.1
"경기","의정부역",소계,기타수입 (%),0.8,0.9,0.9,0.9,0.9,0.9,0.9
"경기","의정부역",소계,운영경비 (%),26.0,7.6,7.5,9.0,28.4,7.7,9.8
"경기","의정부역",소계,순영업소득 (%),74.0,92.4,92.5,91.0,71.6,92.3,90.2
"경기","의정부역",소계,순영업소득 (천원/㎡),61.3,73.0,74.2,71.9,54.7,70.3,67.7
"경기","이천종합터미널",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","이천종합터미널",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","이천종합터미널",소계,운영경비 (%),29.4,15.0,15.1,15.2,32.1,15.2,15.2
"경기","이천종합터미널",소계,순영업소득 (%),70.6,85.0,84.9,84.8,67.9,84.8,84.8
"경기","이천종합터미널",소계,순영업소득 (천원/㎡),28.5,34.3,34.0,33.7,26.9,33.6,33.7
"경기","인계동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","인계동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","인계동",소계,운영경비 (%),53.7,12.4,14.1,14.5,73.4,14.5,14.4
"경기","인계동",소계,순영업소득 (%),46.3,87.6,85.9,85.5,26.6,85.5,85.6
"경기","인계동",소계,순영업소득 (천원/㎡),31.3,59.9,58.4,57.9,17.5,57.9,58.0
"경기","인덕원",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","인덕원",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","인덕원",소계,운영경비 (%),29.7,5.1,5.1,6.9,37.6,7.6,13.1
"경기","인덕원",소계,순영업소득 (%),70.3,94.9,94.9,93.1,62.4,92.4,86.9
"경기","인덕원",소계,순영업소득 (천원/㎡),38.9,52.6,52.3,51.0,34.1,46.3,43.9
"경기","탄현역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","탄현역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","탄현역",소계,운영경비 (%),53.9,29.7,30.1,30.7,61.0,27.4,27.4
"경기","탄현역",소계,순영업소득 (%),46.1,70.3,69.9,69.3,39.0,72.6,72.6
"경기","탄현역",소계,순영업소득 (천원/㎡),26.0,40.0,39.5,39.0,21.7,41.0,41.0
"경기","파주시청",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","파주시청",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","파주시청",소계,운영경비 (%),36.1,15.6,18.6,19.4,43.9,21.1,20.2
"경기","파주시청",소계,순영업소득 (%),63.9,84.4,81.4,80.6,56.1,78.9,79.8
"경기","파주시청",소계,순영업소득 (천원/㎡),34.9,43.0,43.6,42.8,27.8,43.1,44.6
"경기","팔달문로터리",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","팔달문로터리",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","팔달문로터리",소계,운영경비 (%),34.9,13.0,14.9,15.9,47.1,16.5,18.0
"경기","팔달문로터리",소계,순영업소득 (%),65.1,87.0,85.1,84.1,52.9,83.5,82.0
"경기","팔달문로터리",소계,순영업소득 (천원/㎡),42.7,56.5,54.3,54.1,32.9,52.4,48.7
"경기","평택역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","평택역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","평택역",소계,운영경비 (%),25.2,6.4,6.7,6.9,34.2,10.2,11.9
"경기","평택역",소계,순영업소득 (%),74.8,93.6,93.3,93.1,65.8,89.8,88.1
"경기","평택역",소계,순영업소득 (천원/㎡),33.7,42.3,41.8,40.6,28.4,38.0,37.5
"경기","포천소흘읍",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","포천소흘읍",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","포천소흘읍",소계,운영경비 (%),65.7,9.7,9.7,10.1,86.0,12.1,12.4
"경기","포천소흘읍",소계,순영업소득 (%),34.3,90.3,90.3,89.9,14.0,87.9,87.6
"경기","포천소흘읍",소계,순영업소득 (천원/㎡),15.9,42.5,42.4,40.7,6.1,39.4,38.4
"경기","포천시외버스터미널",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","포천시외버스터미널",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","포천시외버스터미널",소계,운영경비 (%),28.8,7.5,7.5,8.5,41.9,13.0,11.8
"경기","포천시외버스터미널",소계,순영업소득 (%),71.2,92.5,92.5,91.5,58.1,87.0,88.2
"경기","포천시외버스터미널",소계,순영업소득 (천원/㎡),25.6,32.6,32.5,29.8,17.6,26.7,22.6
"경기","하남원도심",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","하남원도심",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","하남원도심",소계,운영경비 (%),39.2,14.6,14.9,15.3,45.1,15.4,15.3
"경기","하남원도심",소계,순영업소득 (%),60.8,85.4,85.1,84.7,54.9,84.6,84.7
"경기","하남원도심",소계,순영업소득 (천원/㎡),57.3,80.7,78.9,75.9,48.8,75.9,76.0
"경기","화성남양읍",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","화성남양읍",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","화성남양읍",소계,운영경비 (%),38.5,6.9,7.2,7.2,47.7,7.2,7.2
"경기","화성남양읍",소계,순영업소득 (%),61.5,93.1,92.8,92.8,52.3,92.8,92.8
"경기","화성남양읍",소계,순영업소득 (천원/㎡),27.0,41.7,41.3,41.0,23.5,42.1,42.2
"경기","화성봉담읍",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","화성봉담읍",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","화성봉담읍",소계,운영경비 (%),42.9,30.0,30.8,33.0,43.6,30.9,30.9
"경기","화성봉담읍",소계,순영업소득 (%),57.1,70.0,69.2,67.0,56.4,69.1,69.1
"경기","화성봉담읍",소계,순영업소득 (천원/㎡),35.1,43.9,42.2,38.1,34.7,42.7,42.8
"강원","소계",소계,임대수입 (%),99.7,99.7,99.7,99.7,99.7,99.7,99.6
"강원","소계",소계,기타수입 (%),0.3,0.3,0.3,0.3,0.3,0.3,0.4
"강원","소계",소계,운영경비 (%),24.9,10.6,10.9,11.5,28.0,12.8,12.6
"강원","소계",소계,순영업소득 (%),75.1,89.4,89.1,88.5,72.0,87.2,87.4
"강원","소계",소계,순영업소득 (천원/㎡),23.2,27.8,27.9,27.3,21.9,26.5,26.2
"강원","강릉교동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"강원","강릉교동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"강원","강릉교동",소계,운영경비 (%),21.5,3.2,3.5,11.0,28.0,11.0,4.3
"강원","강릉교동",소계,순영업소득 (%),78.5,96.8,96.5,89.0,72.0,89.0,95.7
"강원","강릉교동",소계,순영업소득 (천원/㎡),39.2,48.4,43.1,39.5,31.8,39.5,48.3
"강원","강릉중부",소계,임대수입 (%),98.2,98.2,98.2,98.2,98.1,98.1,98.2
"강원","강릉중부",소계,기타수입 (%),1.8,1.8,1.8,1.8,1.9,1.9,1.8
"강원","강릉중부",소계,운영경비 (%),35.4,15.7,15.8,15.9,38.3,16.5,16.5
"강원","강릉중부",소계,순영업소득 (%),64.6,84.3,84.2,84.1,61.7,83.5,83.5
"강원","강릉중부",소계,순영업소득 (천원/㎡),15.9,21.1,21.0,20.7,14.6,19.9,20.4
"강원","묵호항",소계,임대수입 (%),99.2,99.1,99.1,99.1,99.1,99.1,99.1
"강원","묵호항",소계,기타수입 (%),0.8,0.9,0.9,0.9,0.9,0.9,0.9
"강원","묵호항",소계,운영경비 (%),15.8,10.5,11.2,11.3,24.1,15.1,15.7
"강원","묵호항",소계,순영업소득 (%),84.2,89.5,88.8,88.7,75.9,84.9,84.3
"강원","묵호항",소계,순영업소득 (천원/㎡),22.0,23.8,23.5,23.3,19.8,22.2,21.1
"강원","삼척중앙시장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"강원","삼척중앙시장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"강원","삼척중앙시장",소계,운영경비 (%),28.0,7.2,7.3,7.3,27.0,7.3,7.7
"강원","삼척중앙시장",소계,순영업소득 (%),72.0,92.8,92.7,92.7,73.0,92.7,92.3
"강원","삼척중앙시장",소계,순영업소득 (천원/㎡),17.1,22.8,22.6,22.5,17.6,22.5,22.4
"강원","속초중앙시장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"강원","속초중앙시장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"강원","속초중앙시장",소계,운영경비 (%),20.4,7.2,7.2,7.0,21.9,7.0,7.0
"강원","속초중앙시장",소계,순영업소득 (%),79.6,92.8,92.8,93.0,78.1,93.0,93.0
"강원","속초중앙시장",소계,순영업소득 (천원/㎡),32.0,37.4,37.2,34.7,29.0,34.6,34.6
"강원","영월경찰서",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"강원","영월경찰서",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"강원","영월경찰서",소계,운영경비 (%),24.8,9.8,9.6,9.7,25.0,11.6,11.9
"강원","영월경찰서",소계,순영업소득 (%),75.2,90.2,90.4,90.3,75.0,88.4,88.1
"강원","영월경찰서",소계,순영업소득 (천원/㎡),17.9,21.4,21.3,21.1,17.4,21.0,20.1
"강원","원주중앙/일산",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"강원","원주중앙/일산",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"강원","원주중앙/일산",소계,운영경비 (%),26.0,9.2,10.7,11.6,29.2,13.7,14.1
"강원","원주중앙/일산",소계,순영업소득 (%),74.0,90.8,89.3,88.4,70.8,86.3,85.9
"강원","원주중앙/일산",소계,순영업소득 (천원/㎡),24.8,30.1,31.1,30.7,24.2,29.9,29.3
"강원","주문진항",소계,임대수입 (%),96.7,96.7,96.7,96.7,96.6,96.7,96.7
"강원","주문진항",소계,기타수입 (%),3.3,3.3,3.3,3.3,3.4,3.3,3.3
"강원","주문진항",소계,운영경비 (%),34.5,26.4,25.8,29.4,42.4,30.5,30.4
"강원","주문진항",소계,순영업소득 (%),65.5,73.6,74.2,70.6,57.6,69.5,69.6
"강원","주문진항",소계,순영업소득 (천원/㎡),17.0,19.1,19.1,18.1,14.7,17.8,17.9
"강원","춘천명동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"강원","춘천명동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"강원","춘천명동",소계,운영경비 (%),29.7,11.4,11.5,11.7,31.3,15.7,14.6
"강원","춘천명동",소계,순영업소득 (%),70.3,88.6,88.5,88.3,68.7,84.3,85.4
"강원","춘천명동",소계,순영업소득 (천원/㎡),19.9,25.1,24.1,24.0,18.5,22.1,22.4
"강원","태백중앙시장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"강원","태백중앙시장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"강원","태백중앙시장",소계,운영경비 (%),23.8,21.1,21.4,21.5,35.8,21.5,21.5
"강원","태백중앙시장",소계,순영업소득 (%),76.2,78.9,78.6,78.5,64.2,78.5,78.5
"강원","태백중앙시장",소계,순영업소득 (천원/㎡),20.2,20.8,20.5,20.3,16.5,20.3,20.4
"충북","소계",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충북","소계",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충북","소계",소계,운영경비 (%),28.5,15.5,15.7,15.9,28.0,16.8,17.0
"충북","소계",소계,순영업소득 (%),71.5,84.5,84.3,84.1,72.0,83.2,83.0
"충북","소계",소계,순영업소득 (천원/㎡),20.6,24.1,23.9,23.6,20.0,23.1,23.2
"충북","봉명사거리",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충북","봉명사거리",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충북","봉명사거리",소계,운영경비 (%),26.1,8.6,8.7,8.7,11.0,8.7,8.7
"충북","봉명사거리",소계,순영업소득 (%),73.9,91.4,91.3,91.3,89.0,91.3,91.3
"충북","봉명사거리",소계,순영업소득 (천원/㎡),25.5,30.9,30.7,30.6,29.7,30.6,30.7
"충북","제천역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충북","제천역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충북","제천역",소계,운영경비 (%),26.3,14.1,14.2,14.3,28.4,14.8,17.2
"충북","제천역",소계,순영업소득 (%),73.7,85.9,85.8,85.7,71.6,85.2,82.8
"충북","제천역",소계,순영업소득 (천원/㎡),11.0,12.8,12.7,12.6,10.5,12.5,12.0
"충북","제천중앙",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충북","제천중앙",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충북","제천중앙",소계,운영경비 (%),31.5,12.8,12.9,13.2,31.5,13.2,10.7
"충북","제천중앙",소계,순영업소득 (%),68.5,87.2,87.1,86.8,68.5,86.8,89.3
"충북","제천중앙",소계,순영업소득 (천원/㎡),19.0,23.1,22.9,23.0,18.0,23.0,24.4
"충북","증평광장로",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충북","증평광장로",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충북","증평광장로",소계,운영경비 (%),18.2,12.5,12.3,11.9,25.3,12.1,12.1
"충북","증평광장로",소계,순영업소득 (%),81.8,87.5,87.7,88.1,74.7,87.9,87.9
"충북","증평광장로",소계,순영업소득 (천원/㎡),19.8,21.1,21.5,21.7,18.3,21.2,21.3
"충북","청주성안길",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충북","청주성안길",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충북","청주성안길",소계,운영경비 (%),40.7,22.9,23.2,24.1,35.8,24.0,24.6
"충북","청주성안길",소계,순영업소득 (%),59.3,77.1,76.8,75.9,64.2,76.0,75.4
"충북","청주성안길",소계,순영업소득 (천원/㎡),25.7,33.2,33.0,31.6,26.7,31.8,31.6
"충북","충북대학교",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충북","충북대학교",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충북","충북대학교",소계,운영경비 (%),35.7,18.8,18.9,19.0,37.5,19.2,21.4
"충북","충북대학교",소계,순영업소득 (%),64.3,81.2,81.1,81.0,62.5,80.8,78.6
"충북","충북대학교",소계,순영업소득 (천원/㎡),21.5,27.2,26.9,26.7,20.5,26.5,24.3
"충북","충주연수칠금",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충북","충주연수칠금",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충북","충주연수칠금",소계,운영경비 (%),36.8,17.1,17.2,17.7,36.8,18.0,17.3
"충북","충주연수칠금",소계,순영업소득 (%),63.2,82.9,82.8,82.3,63.2,82.0,82.7
"충북","충주연수칠금",소계,순영업소득 (천원/㎡),17.7,23.5,23.4,22.9,17.8,22.8,23.0
"충북","충주자유시장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충북","충주자유시장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충북","충주자유시장",소계,운영경비 (%),24.7,11.0,10.8,12.1,35.0,12.1,12.2
"충북","충주자유시장",소계,순영업소득 (%),75.3,89.0,89.2,87.9,65.0,87.9,87.8
"충북","충주자유시장",소계,순영업소득 (천원/㎡),14.4,16.6,17.0,15.0,11.0,14.9,14.9
"충남","소계",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","소계",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","소계",소계,운영경비 (%),29.1,12.2,13.1,13.6,31.7,13.8,14.0
"충남","소계",소계,순영업소득 (%),70.9,87.8,86.9,86.4,68.3,86.2,86.0
"충남","소계",소계,순영업소득 (천원/㎡),22.6,27.8,27.2,27.0,21.1,26.8,26.5
"충남","공주대",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","공주대",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","공주대",소계,운영경비 (%),32.1,13.1,13.1,13.8,34.1,13.3,13.4
"충남","공주대",소계,순영업소득 (%),67.9,86.9,86.9,86.2,65.9,86.7,86.6
"충남","공주대",소계,순영업소득 (천원/㎡),22.2,27.5,27.3,29.0,22.0,29.1,28.9
"충남","공주웅진동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","공주웅진동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","공주웅진동",소계,운영경비 (%),31.3,19.6,20.2,20.7,33.8,22.4,22.6
"충남","공주웅진동",소계,순영업소득 (%),68.7,80.4,79.8,79.3,66.2,77.6,77.4
"충남","공주웅진동",소계,순영업소득 (천원/㎡),24.7,29.0,28.8,28.5,23.6,27.8,27.7
"충남","논산시외버스터미널",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","논산시외버스터미널",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","논산시외버스터미널",소계,운영경비 (%),26.7,11.2,12.4,12.0,28.4,11.5,12.0
"충남","논산시외버스터미널",소계,순영업소득 (%),73.3,88.8,87.6,88.0,71.6,88.5,88.0
"충남","논산시외버스터미널",소계,순영업소득 (천원/㎡),23.9,29.0,26.6,26.4,21.7,26.9,25.5
"충남","당진시청",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","당진시청",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","당진시청",소계,운영경비 (%),27.1,11.1,11.2,11.5,27.1,12.1,13.1
"충남","당진시청",소계,순영업소득 (%),72.9,88.9,88.8,88.5,72.9,87.9,86.9
"충남","당진시청",소계,순영업소득 (천원/㎡),27.2,33.2,33.0,33.0,25.9,32.2,33.2
"충남","두정",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","두정",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","두정",소계,운영경비 (%),31.9,6.1,6.3,6.3,31.4,6.3,6.3
"충남","두정",소계,순영업소득 (%),68.1,93.9,93.7,93.7,68.6,93.7,93.7
"충남","두정",소계,순영업소득 (천원/㎡),26.5,36.6,36.3,36.2,26.4,36.3,36.3
"충남","배방읍",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","배방읍",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","배방읍",소계,운영경비 (%),20.3,4.4,4.4,4.4,24.5,5.8,5.8
"충남","배방읍",소계,순영업소득 (%),79.7,95.6,95.6,95.6,75.5,94.2,94.2
"충남","배방읍",소계,순영업소득 (천원/㎡),35.9,43.1,43.4,43.1,29.1,35.6,35.6
"충남","보령문화의전당",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","보령문화의전당",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","보령문화의전당",소계,운영경비 (%),33.4,17.9,15.7,15.9,32.9,15.4,15.4
"충남","보령문화의전당",소계,순영업소득 (%),66.6,82.1,84.3,84.1,67.1,84.6,84.6
"충남","보령문화의전당",소계,순영업소득 (천원/㎡),17.7,18.9,22.2,21.9,18.0,23.0,23.1
"충남","서산터미널",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","서산터미널",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","서산터미널",소계,운영경비 (%),32.9,17.1,17.0,17.5,34.1,17.2,19.4
"충남","서산터미널",소계,순영업소득 (%),67.1,82.9,83.0,82.5,65.9,82.8,80.6
"충남","서산터미널",소계,순영업소득 (천원/㎡),22.7,28.2,27.3,26.5,21.3,26.9,24.4
"충남","아산온양",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","아산온양",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","아산온양",소계,운영경비 (%),30.6,11.7,16.2,16.7,38.0,16.7,16.9
"충남","아산온양",소계,순영업소득 (%),69.4,88.3,83.8,83.3,62.0,83.3,83.1
"충남","아산온양",소계,순영업소득 (천원/㎡),22.6,29.0,27.2,26.8,19.9,27.2,27.3
"충남","예산시장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","예산시장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","예산시장",소계,운영경비 (%),36.5,21.3,21.4,19.5,33.6,18.9,20.3
"충남","예산시장",소계,순영업소득 (%),63.5,78.7,78.6,80.5,66.4,81.1,79.7
"충남","예산시장",소계,순영업소득 (천원/㎡),9.8,12.1,12.0,12.4,10.5,12.9,11.6
"충남","천안역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","천안역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","천안역",소계,운영경비 (%),26.0,9.8,9.8,12.3,28.3,11.5,11.6
"충남","천안역",소계,순영업소득 (%),74.0,90.2,90.2,87.7,71.7,88.5,88.4
"충남","천안역",소계,순영업소득 (천원/㎡),25.1,30.6,30.5,29.5,24.1,29.9,29.1
"충남","천안종합버스터미널",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","천안종합버스터미널",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","천안종합버스터미널",소계,운영경비 (%),20.5,8.4,10.3,11.2,23.1,14.4,14.4
"충남","천안종합버스터미널",소계,순영업소득 (%),79.5,91.6,89.7,88.8,76.9,85.6,85.6
"충남","천안종합버스터미널",소계,순영업소득 (천원/㎡),45.4,52.3,51.1,50.4,44.8,46.9,46.9
"충남","태안터미널",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","태안터미널",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","태안터미널",소계,운영경비 (%),31.4,15.3,15.6,15.7,34.2,16.2,16.2
"충남","태안터미널",소계,순영업소득 (%),68.6,84.7,84.4,84.3,65.8,83.8,83.8
"충남","태안터미널",소계,순영업소득 (천원/㎡),19.3,23.9,23.3,23.2,17.4,22.4,22.4
"충남","합덕버스터미널",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"충남","합덕버스터미널",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"충남","합덕버스터미널",소계,운영경비 (%),38.0,17.7,17.8,17.9,39.1,14.3,14.3
"충남","합덕버스터미널",소계,순영업소득 (%),62.0,82.3,82.2,82.1,60.9,85.7,85.7
"충남","합덕버스터미널",소계,순영업소득 (천원/㎡),13.8,18.3,18.3,18.2,13.2,18.7,18.7
"전북","소계",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"전북","소계",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"전북","소계",소계,운영경비 (%),35.2,20.0,20.2,20.3,37.4,20.4,21.7
"전북","소계",소계,순영업소득 (%),64.8,80.0,79.8,79.7,62.6,79.6,78.3
"전북","소계",소계,순영업소득 (천원/㎡),16.3,19.9,19.9,19.8,15.3,19.5,19.0
"전북","군산수송동조촌동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"전북","군산수송동조촌동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"전북","군산수송동조촌동",소계,운영경비 (%),34.7,23.3,23.4,23.5,37.6,23.3,21.9
"전북","군산수송동조촌동",소계,순영업소득 (%),65.3,76.7,76.6,76.5,62.4,76.7,78.1
"전북","군산수송동조촌동",소계,순영업소득 (천원/㎡),17.5,19.9,19.8,19.7,16.2,19.9,20.3
"전북","군산원도심",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"전북","군산원도심",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"전북","군산원도심",소계,운영경비 (%),33.1,16.9,17.0,17.1,35.4,17.2,19.9
"전북","군산원도심",소계,순영업소득 (%),66.9,83.1,83.0,82.9,64.6,82.8,80.1
"전북","군산원도심",소계,순영업소득 (천원/㎡),9.1,11.3,11.2,11.1,8.5,11.0,10.7
"전북","김제시장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"전북","김제시장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"전북","김제시장",소계,운영경비 (%),33.7,16.3,16.4,17.9,34.9,18.5,26.4
"전북","김제시장",소계,순영업소득 (%),66.3,83.7,83.6,82.1,65.1,81.5,73.6
"전북","김제시장",소계,순영업소득 (천원/㎡),13.0,16.4,16.3,15.1,12.3,15.5,13.8
"전북","남원광한루",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"전북","남원광한루",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"전북","남원광한루",소계,운영경비 (%),34.1,21.5,21.6,21.6,40.7,22.1,22.0
"전북","남원광한루",소계,순영업소득 (%),65.9,78.5,78.4,78.4,59.3,77.9,78.0
"전북","남원광한루",소계,순영업소득 (천원/㎡),14.8,17.7,17.8,17.8,13.0,17.1,17.2
"전북","송천동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"전북","송천동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"전북","송천동",소계,운영경비 (%),33.5,16.7,17.3,17.4,34.7,17.3,18.3
"전북","송천동",소계,순영업소득 (%),66.5,83.3,82.7,82.6,65.3,82.7,81.7
"전북","송천동",소계,순영업소득 (천원/㎡),19.3,23.8,23.5,23.5,18.6,23.7,23.0
